Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
5,Fresh_Graduate,724489,19,yes,5,6,19,5,2,4,1,terrace,10,N.S,1,9272,421997,15520,Accept,6
5,Fresh_Graduate,777450,18,no,5,6,19,5,2,4,1,terrace,10,N.S,1,7047,1076628,13572,Reject,7
5,Fresh_Graduate,236686,22,yes,5,6,19,5,2,4,3,terrace,10,N.S,2,3824,850154,8536,Accept,9
5,Fresh_Graduate,123998,24,no,5,6,19,5,2,4,2,terrace,10,N.S,3,8586,489201,10347,Accept,7
5,Fresh_Graduate,564449,22,yes,5,6,19,5,2,4,1,terrace,10,N.S,1,6276,762381,16933,Reject,9
5,Fresh_Graduate,147091,13,no,5,6,19,5,2,4,3,terrace,10,N.S,2,8202,728468,14673,Accept,7
5,Fresh_Graduate,192185,22,yes,5,6,19,5,2,4,2,terrace,10,N.S,1,8596,445421,13000,Accept,7
5,Fresh_Graduate,762729,17,no,5,6,19,5,2,4,3,terrace,10,N.S,3,6111,935389,17872,Reject,7
5,Fresh_Graduate,148232,10,yes,5,6,19,5,2,4,2,terrace,10,N.S,2,11827,937368,9021,Accept,9
5,Fresh_Graduate,690811,17,no,5,6,19,5,2,4,1,terrace,10,N.S,2,10583,654749,14680,Accept,6
5,Fresh_Graduate,584859,11,yes,5,6,19,5,2,4,1,terrace,10,N.S,1,5096,1446612,9832,Accept,9
5,Fresh_Graduate,485602,21,no,5,6,19,5,2,4,1,terrace,10,N.S,3,11544,633199,18432,Accept,7
5,Fresh_Graduate,579883,20,yes,5,6,19,5,2,4,2,terrace,10,N.S,1,6231,1030387,16721,Accept,9
5,Fresh_Graduate,637682,10,no,5,6,19,5,2,4,2,terrace,10,N.S,2,7094,1372601,9403,Accept,7
5,Fresh_Graduate,460499,20,yes,5,6,19,5,2,4,1,terrace,10,N.S,1,6920,765807,10260,Accept,8
5,Fresh_Graduate,554317,12,no,5,6,19,5,2,4,1,terrace,10,N.S,1,4045,626260,18294,Accept,7
5,Fresh_Graduate,769546,12,yes,5,6,19,5,2,4,3,terrace,10,N.S,2,6346,426976,8450,Accept,7
5,Fresh_Graduate,266135,11,no,5,6,19,5,2,4,3,terrace,10,N.S,2,6372,581160,11037,Accept,6
5,Fresh_Graduate,401643,18,yes,5,6,19,5,2,4,3,terrace,10,N.S,3,5283,770693,16950,Reject,7
5,Fresh_Graduate,465188,14,no,5,6,19,5,2,4,2,terrace,10,N.S,1,8235,742590,17411,Reject,6
5,Fresh_Graduate,606920,18,yes,5,6,19,5,2,4,1,terrace,10,N.S,1,12147,1117309,12649,Accept,9
5,Fresh_Graduate,536137,15,no,5,6,19,5,2,4,3,terrace,10,N.S,2,8109,978529,10870,Accept,6
5,Fresh_Graduate,285205,18,yes,5,6,19,5,2,4,3,terrace,10,N.S,3,6408,693404,12266,Accept,9
5,Fresh_Graduate,453561,15,no,5,6,19,5,2,4,1,terrace,10,N.S,2,7091,725578,8058,Accept,9
5,Fresh_Graduate,228535,24,yes,5,6,19,5,2,4,3,terrace,10,N.S,3,12288,1384073,19115,Accept,7
5,Fresh_Graduate,473380,20,no,5,6,19,5,2,4,2,terrace,10,N.S,1,5200,1319330,19806,Reject,8
5,Fresh_Graduate,263219,24,yes,5,6,19,5,2,4,2,terrace,10,N.S,3,5504,701420,13768,Reject,8
5,Fresh_Graduate,458569,21,no,5,6,19,5,2,4,1,terrace,10,N.S,2,6979,1294186,18545,Accept,9
5,Fresh_Graduate,273570,19,yes,5,6,19,5,2,4,1,terrace,10,N.S,2,12198,1103409,17564,Reject,7
5,Fresh_Graduate,691624,12,no,5,6,19,5,2,4,2,terrace,10,N.S,3,11737,1181250,14940,Reject,6
5,Fresh_Graduate,518115,12,yes,5,6,19,5,2,4,3,terrace,10,N.S,3,4867,1350172,11992,Accept,8
5,Fresh_Graduate,340079,12,no,5,6,19,5,2,4,1,terrace,10,N.S,3,7481,970731,9214,Accept,6
5,Fresh_Graduate,386408,10,yes,5,6,19,5,2,4,1,terrace,10,N.S,2,6377,1337629,15817,Reject,6
5,Fresh_Graduate,351490,24,no,5,6,19,5,2,4,1,terrace,10,N.S,2,9062,1249453,11071,Accept,8
5,Fresh_Graduate,505162,24,yes,5,6,19,5,2,4,2,terrace,10,N.S,1,11368,1163213,10598,Accept,9
5,Fresh_Graduate,439643,21,no,5,6,19,5,2,4,3,terrace,10,N.S,3,7042,1151717,11529,Accept,6
7,Fresh_Graduate,578752,19,yes,5,6,19,6,5,4,2,condominium,10,Sarawak,3,10425,467818,19658,Accept,9
7,Fresh_Graduate,768786,18,no,5,6,19,6,5,4,2,condominium,10,Sarawak,3,7968,1123028,15816,Reject,6
7,Fresh_Graduate,607537,13,yes,5,6,19,6,5,4,1,condominium,10,Sarawak,2,9498,1186354,13407,Accept,6
7,Fresh_Graduate,498850,19,no,5,6,19,6,5,4,2,condominium,10,Sarawak,2,10281,502313,9994,Accept,9
7,Fresh_Graduate,284369,12,yes,5,6,19,6,5,4,1,condominium,10,Sarawak,2,6442,1401167,10677,Accept,6
7,Fresh_Graduate,733761,20,no,5,6,19,6,5,4,2,condominium,10,Sarawak,3,5028,966636,11727,Accept,8
7,Fresh_Graduate,448111,18,yes,5,6,19,6,5,4,2,condominium,10,Sarawak,3,6336,643481,11580,Accept,6
7,Fresh_Graduate,574998,22,no,5,6,19,6,5,4,1,condominium,10,Sarawak,3,5157,1280253,19602,Accept,7
7,Fresh_Graduate,217840,14,yes,5,6,19,6,5,4,3,condominium,10,Sarawak,1,9799,1340350,13048,Accept,7
7,Fresh_Graduate,753710,14,no,5,6,19,6,5,4,3,condominium,10,Sarawak,2,7430,1322984,15136,Reject,7
7,Fresh_Graduate,728241,11,yes,5,6,19,6,5,4,2,condominium,10,Sarawak,2,11609,1136396,16080,Accept,6
7,Fresh_Graduate,541858,12,no,5,6,19,6,5,4,3,condominium,10,Sarawak,2,5597,802475,15696,Accept,6
7,Fresh_Graduate,268616,14,yes,5,6,19,6,5,4,1,condominium,10,Sarawak,2,5109,770739,14463,Accept,9
7,Fresh_Graduate,573899,14,no,5,6,19,6,5,4,3,condominium,10,Sarawak,3,6666,1376062,19352,Accept,7
7,Fresh_Graduate,428659,14,yes,5,6,19,6,5,4,2,condominium,10,Sarawak,1,11026,969954,12568,Accept,8
7,Fresh_Graduate,391251,15,no,5,6,19,6,5,4,3,condominium,10,Sarawak,1,12286,1270179,18599,Accept,7
7,Fresh_Graduate,439364,17,yes,5,6,19,6,5,4,3,condominium,10,Sarawak,1,5293,739749,18531,Accept,7
7,Fresh_Graduate,558142,18,no,5,6,19,6,5,4,1,condominium,10,Sarawak,1,6226,1380306,9022,Accept,8
7,Fresh_Graduate,697687,20,yes,5,6,19,6,5,4,2,condominium,10,Sarawak,2,6926,1058859,18374,Accept,8
7,Fresh_Graduate,410035,12,no,5,6,19,6,5,4,3,condominium,10,Sarawak,1,10859,1316141,19978,Accept,9
7,Fresh_Graduate,483500,22,yes,5,6,19,6,5,4,1,condominium,10,Sabah,3,3611,1155236,10904,Accept,9
7,Fresh_Graduate,785153,10,no,5,6,19,6,5,4,1,condominium,10,Sabah,3,5562,1003369,14011,Accept,9
7,Fresh_Graduate,139096,22,yes,5,6,19,6,5,4,3,condominium,10,Sabah,1,3649,553642,12636,Reject,7
7,Fresh_Graduate,759439,20,no,5,6,19,6,5,4,3,condominium,10,Sabah,3,3585,693719,17730,Reject,7
7,Fresh_Graduate,738805,20,yes,5,6,19,6,5,4,1,condominium,10,Sabah,1,9366,1142894,11068,Accept,6
7,Fresh_Graduate,300161,12,no,5,6,19,6,5,4,2,condominium,10,Sabah,3,10010,1191156,7598,Accept,8
7,Fresh_Graduate,340703,17,yes,5,6,19,6,5,4,1,condominium,10,Sabah,1,10678,876620,17602,Accept,7
7,Fresh_Graduate,481175,14,no,5,6,19,6,5,4,3,condominium,10,Sabah,1,4503,867794,19883,Accept,8
7,Fresh_Graduate,471003,10,yes,5,6,19,6,5,4,3,condominium,10,Sabah,1,9508,569021,19712,Accept,7
7,Fresh_Graduate,351965,18,no,5,6,19,6,5,4,1,condominium,10,Sabah,3,5215,989891,10670,Reject,9
7,Fresh_Graduate,171680,24,yes,5,6,19,6,5,4,3,condominium,10,Sabah,3,8247,438805,13260,Accept,9
7,Fresh_Graduate,409440,14,no,5,6,19,6,5,4,2,condominium,10,Sabah,2,6010,606667,13023,Accept,8
7,Fresh_Graduate,737666,12,yes,5,6,19,6,5,4,2,condominium,10,Sabah,3,3619,1295323,8186,Accept,6
7,Fresh_Graduate,101667,16,no,5,6,19,6,5,4,2,condominium,10,Sabah,2,10288,506433,7797,Accept,9
7,Fresh_Graduate,721707,15,yes,5,6,19,6,5,4,1,condominium,10,Sabah,3,11196,1367722,14564,Reject,7
7,Fresh_Graduate,284312,15,no,5,6,19,6,5,4,3,condominium,10,Sabah,1,11977,688883,12831,Accept,8
7,Fresh_Graduate,201156,10,yes,5,6,19,6,5,4,2,condominium,10,Sabah,3,4486,1037460,17220,Accept,9
7,Fresh_Graduate,160790,15,no,5,6,19,6,5,4,1,condominium,10,Sabah,2,8971,970760,15344,Accept,9
7,Fresh_Graduate,479484,18,yes,5,6,19,6,5,4,3,condominium,10,Sabah,2,5041,682804,16561,Accept,6
7,Fresh_Graduate,125399,19,no,5,6,19,6,5,4,3,condominium,10,Sabah,2,12010,581208,18315,Reject,6
7,Fresh_Graduate,225481,18,yes,5,6,19,6,5,4,3,condominium,10,SWK,1,4167,1092550,11565,Accept,6
7,Fresh_Graduate,699872,13,no,5,6,19,6,5,4,2,condominium,10,SWK,2,5869,1183955,13084,Accept,9
7,Fresh_Graduate,211615,18,yes,5,6,19,6,5,4,2,condominium,10,SWK,3,8497,929346,17803,Accept,8
7,Fresh_Graduate,771554,12,no,5,6,19,6,5,4,1,condominium,10,SWK,3,9566,548085,7866,Reject,7
7,Fresh_Graduate,514818,14,yes,5,6,19,6,5,4,1,condominium,10,SWK,2,4709,903341,16133,Accept,9
7,Fresh_Graduate,582544,16,no,5,6,19,6,5,4,3,condominium,10,SWK,3,8122,746439,11220,Reject,6
7,Fresh_Graduate,208990,12,yes,5,6,19,6,5,4,2,condominium,10,SWK,3,9997,808201,12304,Accept,8
7,Fresh_Graduate,780121,19,no,5,6,19,6,5,4,3,condominium,10,SWK,2,6555,770828,18882,Accept,9
7,Fresh_Graduate,470315,12,yes,5,6,19,6,5,4,1,condominium,10,SWK,2,5318,872787,11492,Accept,8
7,Fresh_Graduate,625964,21,no,5,6,19,6,5,4,3,condominium,10,SWK,1,9676,587313,13251,Reject,6
7,Fresh_Graduate,428982,20,yes,5,6,19,6,5,4,2,condominium,10,SWK,1,11520,1192369,16018,Accept,6
7,Fresh_Graduate,203642,10,no,5,6,19,6,5,4,1,condominium,10,SWK,2,12431,1370286,15140,Reject,9
7,Fresh_Graduate,757564,21,yes,5,6,19,6,5,4,1,condominium,10,SWK,1,8350,1065858,11005,Accept,6
7,Fresh_Graduate,256395,10,no,5,6,19,6,5,4,3,condominium,10,SWK,3,9972,1318379,13302,Accept,6
7,Fresh_Graduate,101673,19,yes,5,6,19,6,5,4,1,condominium,10,SWK,2,8561,1305334,18589,Accept,7
7,Fresh_Graduate,373000,15,no,5,6,19,6,5,4,1,condominium,10,SWK,3,5292,548893,15515,Accept,7
7,Fresh_Graduate,369403,13,yes,5,6,19,6,5,4,2,condominium,10,SWK,2,6652,1075948,11357,Reject,6
7,Fresh_Graduate,249722,11,no,5,6,19,6,5,4,1,condominium,10,SWK,2,11583,900209,15657,Reject,8
7,Fresh_Graduate,539447,23,yes,5,6,19,6,5,4,1,condominium,10,SWK,1,3765,1341072,12767,Accept,8
7,Fresh_Graduate,505567,10,no,5,6,19,6,5,4,1,condominium,10,SWK,2,12510,1002611,7695,Reject,8
7,Fresh_Graduate,124485,23,yes,5,6,19,6,5,4,3,condominium,10,Trengganu,3,10110,964199,16661,Reject,6
7,Fresh_Graduate,313673,19,no,5,6,19,6,5,4,1,condominium,10,Trengganu,1,11616,813007,8706,Accept,6
7,Fresh_Graduate,660497,13,yes,5,6,19,6,5,4,1,condominium,10,Trengganu,1,10339,1161759,12614,Accept,9
7,Fresh_Graduate,364328,22,no,5,6,19,6,5,4,3,condominium,10,Trengganu,2,4784,1274858,10804,Accept,9
7,Fresh_Graduate,751023,13,yes,5,6,19,6,5,4,3,condominium,10,Trengganu,2,12119,845520,10383,Accept,9
7,Fresh_Graduate,650814,16,no,5,6,19,6,5,4,3,condominium,10,Trengganu,3,4011,825776,15629,Accept,8
7,Fresh_Graduate,433898,21,yes,5,6,19,6,5,4,3,condominium,10,Trengganu,1,9856,1031954,14852,Accept,8
7,Fresh_Graduate,171656,12,no,5,6,19,6,5,4,3,condominium,10,Trengganu,1,8908,583595,8001,Reject,6
7,Fresh_Graduate,660784,13,yes,5,6,19,6,5,4,2,condominium,10,Trengganu,3,10295,630096,14073,Accept,8
7,Fresh_Graduate,373257,24,no,5,6,19,6,5,4,1,condominium,10,Trengganu,2,3967,620132,8966,Accept,7
7,Fresh_Graduate,279699,23,yes,5,6,19,6,5,4,1,condominium,10,Trengganu,3,6197,725214,14667,Reject,9
7,Fresh_Graduate,218927,13,no,5,6,19,6,5,4,3,condominium,10,Trengganu,3,8783,1300464,17564,Accept,6
7,Fresh_Graduate,548428,17,yes,5,6,19,6,5,4,3,condominium,10,Trengganu,2,4706,791402,8749,Accept,9
7,Fresh_Graduate,507073,13,no,5,6,19,6,5,4,3,condominium,10,Trengganu,2,6373,549930,11163,Reject,9
7,Fresh_Graduate,362309,24,yes,5,6,19,6,5,4,1,condominium,10,Trengganu,1,3828,972876,15497,Accept,6
7,Fresh_Graduate,118923,13,no,5,6,19,6,5,4,1,condominium,10,Trengganu,2,8431,490989,16458,Accept,8
7,Fresh_Graduate,142721,12,yes,5,6,19,6,5,4,3,condominium,10,Trengganu,1,4493,1060864,14975,Accept,9
7,Fresh_Graduate,756867,23,no,5,6,19,6,5,4,1,condominium,10,Trengganu,1,4653,1427133,10962,Reject,7
7,Fresh_Graduate,266419,20,yes,5,6,19,6,5,4,3,condominium,10,Trengganu,3,6266,618817,18384,Accept,7
7,Fresh_Graduate,796686,10,no,5,6,19,6,5,4,2,condominium,10,Trengganu,2,5164,1006140,15560,Accept,8
7,Fresh_Graduate,632051,18,yes,5,6,19,6,5,4,1,condominium,10,Kedah,1,4814,1092161,11894,Reject,6
7,Fresh_Graduate,243675,13,no,5,6,19,6,5,4,2,condominium,10,Kedah,3,3807,926353,15574,Accept,9
7,Fresh_Graduate,515397,21,yes,5,6,19,6,5,4,1,condominium,10,Kedah,1,8297,708427,19661,Accept,6
7,Fresh_Graduate,466506,17,no,5,6,19,6,5,4,1,condominium,10,Kedah,1,3720,1048103,18517,Accept,6
7,Fresh_Graduate,601256,16,yes,5,6,19,6,5,4,3,condominium,10,Kedah,2,7173,578813,10574,Accept,8
7,Fresh_Graduate,593106,17,no,5,6,19,6,5,4,3,condominium,10,Kedah,1,11502,1412526,16275,Accept,8
7,Fresh_Graduate,627753,10,yes,5,6,19,6,5,4,2,condominium,10,Kedah,1,4083,611698,14000,Reject,6
7,Fresh_Graduate,309550,24,no,5,6,19,6,5,4,1,condominium,10,Kedah,1,5213,1358855,16271,Accept,7
7,Fresh_Graduate,725080,17,yes,5,6,19,6,5,4,2,condominium,10,Kedah,3,3740,1397560,8018,Accept,9
7,Fresh_Graduate,731015,10,no,5,6,19,6,5,4,3,condominium,10,Kedah,1,11135,933570,16248,Accept,8
7,Fresh_Graduate,176253,10,yes,5,6,19,6,5,4,1,condominium,10,Kedah,2,9932,771839,11750,Accept,8
7,Fresh_Graduate,148014,18,no,5,6,19,6,5,4,1,condominium,10,Kedah,1,6899,541331,13217,Reject,7
7,Fresh_Graduate,144859,16,yes,5,6,19,6,5,4,2,condominium,10,Kedah,2,7703,1031800,17441,Accept,6
7,Fresh_Graduate,535214,23,no,5,6,19,6,5,4,2,condominium,10,Kedah,2,8752,1053941,17102,Reject,7
7,Fresh_Graduate,422331,23,yes,5,6,19,6,5,4,1,condominium,10,Kedah,3,5702,548794,13900,Reject,7
7,Fresh_Graduate,582574,11,no,5,6,19,6,5,4,1,condominium,10,Kedah,3,10574,636933,16436,Accept,9
7,Fresh_Graduate,478593,24,yes,5,6,19,6,5,4,3,condominium,10,Kedah,3,10560,718453,16830,Accept,7
7,Fresh_Graduate,698013,17,no,5,6,19,6,5,4,3,condominium,10,Kedah,3,5311,998304,14361,Accept,8
7,Fresh_Graduate,668457,10,yes,5,6,19,6,5,4,1,condominium,10,Kedah,1,11131,778633,9608,Accept,7
7,Fresh_Graduate,456246,11,no,5,6,19,6,5,4,2,condominium,10,Kedah,3,7055,1171283,11214,Accept,9
5,employee,152802,16,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,10578,438998,8370,Reject,7
5,employee,152733,14,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,4982,540495,13276,Accept,7
5,employee,361444,14,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,10043,1113253,12716,Accept,8
5,employee,173051,12,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,6696,755062,18830,Accept,8
5,employee,353693,21,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,3,5210,493203,16701,Accept,9
5,employee,783076,23,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,5406,531214,7882,Accept,6
5,employee,754301,24,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,9094,786873,17582,Accept,7
5,employee,342426,23,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,4609,1194434,17246,Accept,8
5,employee,435034,10,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,3,11562,1374796,19447,Accept,8
5,employee,315373,24,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,7209,883799,8064,Accept,8
5,employee,167832,10,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,5704,622861,18511,Accept,6
5,employee,141056,10,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,10953,876921,18059,Reject,6
5,employee,783386,19,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,3,8726,1230774,8927,Accept,6
5,employee,460100,12,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,6017,1330422,8592,Accept,8
5,employee,326642,22,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,11770,684627,13702,Accept,8
5,employee,374968,17,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,6152,1354863,13003,Accept,7
5,employee,386815,12,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,7830,1332222,17247,Accept,9
5,employee,308388,10,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,8373,742281,18034,Accept,7
5,employee,154470,20,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,5329,454882,10847,Accept,8
5,employee,339398,15,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,12504,808370,10790,Reject,9
5,employee,661233,18,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,3983,813833,18081,Reject,7
5,employee,255679,21,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,10337,1270148,19514,Reject,8
5,employee,608651,14,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,5162,423946,16960,Accept,9
5,employee,354468,10,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,7501,597089,10859,Accept,9
5,employee,264198,19,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,3982,745353,13749,Accept,6
5,employee,532388,17,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,4607,854792,19506,Reject,9
5,employee,418285,21,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,6786,1132938,9232,Reject,9
5,employee,622679,24,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,4902,693791,8402,Accept,7
5,employee,407596,18,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,6942,1047739,13077,Reject,7
5,employee,687492,15,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,4104,481441,10933,Accept,9
5,employee,233882,18,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,11619,1377443,16303,Accept,8
5,employee,147114,23,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,2,7349,1379160,18445,Accept,8
5,employee,788267,14,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,7539,1068411,12712,Accept,8
5,employee,163525,20,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,5209,544335,16557,Accept,6
5,employee,512435,13,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,8194,1303397,19887,Reject,6
5,employee,612057,19,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,5591,433186,11726,Accept,8
5,employee,449699,23,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,6068,1282161,14939,Accept,7
5,employee,721400,19,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,7009,1132897,9915,Accept,8
5,employee,737225,14,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,4029,886710,18858,Accept,9
5,employee,330398,18,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,9983,1128316,11291,Reject,7
5,employee,565131,20,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,2,8824,940986,19693,Reject,8
5,employee,357639,12,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,11888,1330073,17821,Reject,9
5,employee,539754,20,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,9204,959267,14295,Accept,6
5,employee,297256,18,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,6136,628561,13254,Accept,6
5,employee,310129,12,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,5507,545296,15415,Accept,9
5,employee,477197,16,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,11855,1193268,8458,Accept,9
5,employee,298833,15,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,12165,651014,15224,Accept,7
5,employee,554620,14,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,12326,904270,19063,Accept,6
5,employee,319651,24,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,9511,853161,16750,Accept,7
5,employee,347936,24,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,4687,1325920,19026,Accept,9
5,employee,305116,21,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,2,12530,1290850,15521,Accept,6
5,employee,796559,13,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,5409,1257327,11191,Accept,9
5,employee,780514,10,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,6214,1004364,13024,Accept,8
5,employee,247992,23,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,3655,456091,15786,Accept,8
5,employee,584181,22,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,5916,459641,12033,Accept,9
5,employee,516692,15,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,4346,1275366,17973,Accept,9
5,employee,125582,24,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,4324,1362446,11752,Accept,6
5,employee,609663,19,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,7280,1056389,7952,Reject,9
5,employee,379972,10,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,8499,1131459,9752,Accept,8
5,employee,674622,11,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,3754,1021826,13602,Reject,9
5,employee,433474,10,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,10880,1013527,17441,Accept,6
5,employee,764285,22,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,6011,1307495,18958,Accept,9
5,employee,578796,23,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,11907,1028244,13158,Accept,7
5,employee,301882,13,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,3,7686,1315986,8125,Accept,9
5,employee,157764,11,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,11794,577102,10140,Reject,8
5,employee,600032,21,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,8550,1129991,8356,Reject,9
5,employee,674507,24,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,4318,1207971,9520,Accept,9
5,employee,746062,16,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,4631,1302170,13300,Accept,6
5,employee,629914,14,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,6443,771025,16517,Accept,7
5,employee,120186,19,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,3,9909,713735,14044,Accept,8
5,employee,110979,15,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,10422,1262544,15610,Accept,6
5,employee,251819,18,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,7009,1100867,12277,Accept,9
5,employee,281032,13,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,5471,521399,14420,Reject,9
5,employee,757902,17,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,2,9255,792406,12587,Accept,9
5,employee,101165,14,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,9477,1202085,16268,Accept,7
5,employee,619567,16,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,10377,1154415,13143,Reject,9
5,employee,764662,19,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,8152,1313969,19126,Reject,6
5,employee,634878,11,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,2,11266,1329216,14799,Reject,6
5,employee,528268,16,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,9912,1249273,15132,Accept,8
5,employee,263226,15,no,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,9989,761553,17424,Reject,6
5,employee,434945,15,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,8950,1381048,18179,Reject,6
5,employee,751020,21,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,3,12433,1209626,14101,Accept,6
5,employee,174386,20,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,2,11394,882547,12400,Reject,8
5,employee,717374,10,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,1,11187,1384624,17738,Reject,6
5,employee,206307,17,yes,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,4946,1188463,15845,Accept,7
5,employee,510116,18,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,8429,772529,11356,Reject,6
5,employee,757310,19,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,4535,1376337,13689,Accept,7
5,employee,286353,11,no,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,3,7165,594468,10373,Accept,7
5,employee,697642,12,yes,1,2,13,4,2,1,1,flat,13,Kuala Lumpur,1,8453,1173758,17004,Reject,7
5,employee,275658,18,no,1,2,13,4,2,1,3,flat,13,Kuala Lumpur,2,10303,1419996,18128,Accept,6
5,employee,250046,23,yes,1,2,13,4,2,1,2,flat,13,Kuala Lumpur,1,5635,893703,8441,Accept,8
